股票代號,股票名稱,收盤價,收盤日,配股方式,近一年股利,近一年股利值利率,115現金股利,114現金股利,113現金股利,112現金股利,111現金股利,110現金股利,109現金股利,108現金股利,107現金股利,115殖利率,114殖利率,113殖利率,112殖利率,111殖利率,110殖利率,109殖利率,108殖利率,107殖利率,115ROE,114ROE,113ROE,112ROE,111ROE,110ROE,109ROE,108ROE,107ROE,115EPS_年度,114EPS_年度,113EPS_年度,112EPS_年度,111EPS_年度,110EPS_年度,109EPS_年度,108EPS_年度,107EPS_年度,近3年平均股息,近5年平均股息,近8年平均股息,近3年平均殖利率,近5年平均殖利率,近8年平均殖利率,近3年平均ROE,近5年平均ROE,近8年平均ROE,近3年平均配息率,近5年平均配息率,近8年平均配息率,114Q4_EPS,114Q3_EPS,114Q2_EPS,114Q1_EPS,113Q4_EPS,113Q3_EPS,113Q2_EPS,113Q1_EPS,114Q4_vs_113Q4_EPS差率,114Q3_vs_113Q3_EPS差率,114Q2_vs_113Q2_EPS差率,114Q1_vs_113Q1_EPS差率,近四季EPS總合,近四季_vs_前年度_EPS差率
1337,再生-KY,6.16,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-11.97,-9.71,-8.86,-9.36,-8.31,-20.53,-8.64,-21.22,,-1.74,-1.54,-1.53,-1.77,-1.71,-4.88,-2.39,-7.02,,,,,,,-10.18,-9.64,-12.32,,,,-1.74,-1.24,-0.8,-0.41,-1.54,-1.05,-0.7,-0.36,-12.99,-18.1,-14.29,-13.89,-1.74,-12.99
1338,廣華-KY,16.3,2026-04-02,年配,0.3,1.84,,0.3,0.75,0.5,2.0,2.5,3.5,3.5,3.5,,1.84,4.6,3.07,12.27,15.34,21.47,21.47,21.47,,-2.63,-0.72,-2.59,1.96,5.33,4.35,5.83,7.26,,-2.24,-1.14,-1.96,1.63,4.04,3.51,4.78,6.51,0.52,1.21,2.07,3.17,7.42,12.69,-1.98,0.27,2.35,-34.9,15.98,38.32,-2.24,-2.0,-2.13,-0.13,-1.14,-0.55,-0.2,-0.3,-96.49,-263.64,-965.0,56.67,-2.24,-96.49
1339,昭輝,40.4,2026-04-02,年配,2.5,6.19,,2.5,3.0,3.0,3.0,2.0,2.0,2.0,2.0,,6.19,7.43,7.43,7.43,4.95,4.95,4.95,4.95,,4.11,8.62,11.01,10.89,3.58,3.33,10.59,8.37,,2.41,5.01,5.88,5.51,1.83,1.59,5.08,4.15,2.83,2.7,2.44,7.02,6.69,6.04,7.91,7.64,7.56,71.54,75.67,73.96,2.41,1.12,0.21,0.97,5.01,4.07,3.02,1.8,-51.9,-72.48,-93.05,-46.11,2.41,-51.9
1340,勝悅-KY,6.66,2026-04-02,年配,0.0,0.0,,,,,,,,,0.2,,,,,,,,,3.0,,-14.2,-24.02,-20.59,-8.92,-9.84,-6.91,-7.07,2.05,,-2.61,-5.28,-5.64,-2.81,-3.35,-2.55,-2.87,0.97,,,0.2,,,3.0,-19.6,-15.51,-11.19,,,20.62,-2.61,-0.95,-0.69,-0.27,-5.28,-2.32,-1.43,-0.66,50.57,59.05,51.75,59.09,-2.61,50.57
1341,富林-KY,59.4,2026-04-02,季配,4.0,6.73,,4.0,5.2,4.40023123,6.1185224,6.0,6.0,3.0,1.0,,6.73,8.75,7.41,10.3,10.1,10.1,5.05,1.68,,14.32,20.54,18.33,24.2,23.92,25.48,24.02,18.34,,3.71,5.38,4.48,5.95,5.99,6.29,5.69,3.68,4.53,5.14,4.46,7.63,8.66,7.52,17.73,20.26,21.14,100.9,101.14,85.12,3.71,2.32,1.53,1.25,5.38,3.69,2.66,1.46,-31.04,-37.13,-42.48,-14.38,3.71,-31.04
1342,八貫,83.6,2026-04-02,年配,6.0,7.18,,6.0,4.79290281,5.0,5.368536,3.0,2.5,2.5,1.1814,,7.18,5.73,5.98,6.42,3.59,2.99,2.99,1.41,,18.47,21.1,24.93,28.05,17.66,16.38,21.19,20.83,,5.62,6.27,7.52,7.34,3.92,3.15,3.08,3.79,5.26,4.83,3.79,6.3,5.78,4.54,21.5,22.04,21.08,83.23,79.87,73.88,5.62,4.02,2.67,1.79,6.27,4.82,3.36,1.75,-10.37,-16.6,-20.54,2.29,5.62,-10.37
1402,遠東新,26.65,2026-04-02,年配,1.25,4.69,,1.25,1.6,1.35,1.35,1.5,1.35,1.5,1.8,,4.69,6.0,5.07,5.07,5.63,5.07,5.63,6.75,,5.33,6.03,5.27,4.93,5.51,4.8,6.1,7.03,,1.55,2.0,1.64,1.63,1.94,1.62,2.15,2.41,1.4,1.41,1.46,5.25,5.29,5.49,5.54,5.41,5.62,80.99,80.62,78.86,1.55,1.08,0.66,0.46,2.0,1.4,1.0,0.32,-22.5,-22.86,-34.0,43.75,1.55,-22.5
1409,新纖,15.4,2026-04-02,年配,0.9,5.84,,0.9,0.6,0.55,1.0,1.4,1.1,0.55,0.85,,5.84,3.9,3.57,6.49,9.09,7.14,3.57,5.52,,4.83,5.02,2.52,7.84,10.86,9.06,5.99,7.91,,1.19,1.06,0.47,1.75,2.41,1.79,1.11,1.52,0.68,0.89,0.87,4.44,5.78,5.64,4.12,6.21,6.75,83.08,72.9,66.42,1.19,0.97,0.18,0.25,1.06,0.83,0.49,0.22,12.26,16.87,-63.27,13.64,1.19,12.26
1410,南染,31.0,2026-04-02,年配,0.2,0.65,,0.2,0.5,0.3,0.8,1.3,0.9,1.0,1.3,,0.65,1.61,0.97,2.58,4.19,2.9,3.23,4.19,,2.64,3.27,1.16,4.8,7.54,5.49,5.53,8.85,,0.58,0.57,0.24,0.9,1.29,0.95,0.94,1.44,0.33,0.62,0.79,1.08,2.0,2.54,2.36,3.88,4.91,82.4,87.37,91.03,0.58,0.41,-0.02,0.08,0.57,0.42,0.33,0.22,1.75,-2.38,-106.06,-63.64,0.58,1.75
1413,宏洲,9.83,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,5.44,-2.1,-11.43,8.34,9.72,-14.47,5.87,23.89,,0.45,-0.17,-1.01,0.75,0.8,-1.23,0.52,1.83,,,,,,,-2.7,1.99,3.16,,,,0.45,0.43,0.32,-0.1,-0.17,-0.19,-0.22,-0.11,364.71,326.32,245.45,9.09,0.45,364.71
1414,東和,16.6,2026-04-02,年配,0.2,1.2,,0.2,0.23,0.25,0.32,0.538,0.246,0.2,0.2,,1.2,1.39,1.51,1.93,3.24,1.48,1.2,1.2,,1.39,1.8,1.05,3.3,4.5,1.88,1.18,1.24,,0.19,0.26,0.15,0.47,0.65,0.27,0.17,0.17,0.23,0.31,0.27,1.37,1.85,1.64,1.41,2.41,2.04,120.13,102.25,104.71,0.19,0.12,0.02,-0.02,0.26,0.26,0.16,0.08,-26.92,-53.85,-87.5,-125.0,0.19,-26.92
1416,廣豐,11.4,2026-04-02,年配,0.57,5.0,,0.57,0.56,0.5,0.5,0.5,0.5,,1.2,,5.0,4.91,4.39,4.39,4.39,4.39,,10.53,,3.74,4.26,3.04,2.69,2.29,-9.13,-3.28,5.9,,0.81,0.79,0.51,0.51,0.44,-1.85,-0.72,1.35,0.54,0.53,0.62,4.77,4.62,5.43,3.68,3.2,1.19,79.77,90.2,73.26,0.81,0.65,0.25,0.12,0.79,0.66,0.43,0.15,2.53,-1.52,-41.86,-20.0,0.81,2.53
1417,嘉裕,9.15,2026-04-02,年配,0.25,2.73,,0.25,,0.2,0.37,0.35,0.3,0.5,,,2.73,,2.19,4.04,3.83,3.28,5.46,,,5.03,-6.3,-2.62,3.95,3.73,-12.4,9.74,-6.77,,0.62,-0.81,-0.37,0.56,0.51,-1.86,1.18,-0.61,0.22,0.29,0.33,2.46,3.2,3.59,-1.3,0.76,-0.7,-6.86,30.24,24.54,0.62,0.18,0.01,-0.06,-0.81,-0.34,-0.18,-0.02,176.54,152.94,105.56,-200.0,0.62,176.54
1418,東華,18.7,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-5.52,2.0,3.2,1.79,-20.87,-43.78,-28.84,-46.51,,-1.29,0.47,0.74,0.4,-3.1,-4.2,-3.94,-4.01,,,,,,,-0.11,-3.88,-17.32,,,,-1.29,-2.24,-1.52,-0.69,0.47,-1.57,-1.1,-0.65,-374.47,-42.68,-38.18,-6.15,-1.29,-374.47
1419,新紡,60.5,2026-04-02,年配,1.5,2.48,,,1.5,1.2,1.5,1.0,1.0,1.0,0.84752263,,,2.48,1.98,2.48,1.65,1.65,1.65,1.4,,7.45,6.07,5.21,19.04,4.72,4.09,4.42,3.16,,4.11,2.9,2.17,6.92,1.51,1.22,1.29,0.94,1.35,1.3,1.15,2.23,2.15,1.9,6.24,8.5,6.77,53.51,48.73,63.51,4.11,3.37,1.42,0.33,2.9,1.81,1.01,0.3,41.72,86.19,40.59,10.0,4.11,41.72
1423,利華,39.85,2026-04-02,年配,3.6,9.03,,3.6,0.8,0.6,0.2,0.75,1.8,,,,9.03,2.01,1.51,0.5,1.88,4.52,,,,12.57,2.65,2.39,2.38,5.03,13.21,-1.52,4.1,,4.36,0.81,0.57,0.53,1.11,2.56,-0.26,0.64,1.67,1.19,1.29,4.18,2.99,3.24,5.87,5.0,5.1,95.53,78.38,77.04,4.36,4.06,1.36,0.74,0.81,0.6,0.28,0.02,438.27,576.67,385.71,3600.0,4.36,438.27
1432,大魯閣,17.35,2026-04-02,年配,2.0,11.53,,2.0,,,,,,,,,11.53,,,,,,,,,42.44,-6.11,7.24,-4.93,-19.93,1.66,-43.64,-11.42,,6.03,-0.47,0.67,-0.35,-2.05,0.0,-3.04,-1.1,2.0,2.0,2.0,11.53,11.53,11.53,14.52,3.74,-4.34,33.17,33.17,33.17,6.03,-0.36,-0.18,0.05,-0.47,-0.19,-0.12,0.0,1382.98,-89.47,-50.0,,6.03,1382.98
1434,福懋,16.5,2026-04-02,年配,0.5,3.03,,0.5,0.8,0.5,1.5,1.0,1.0,2.5,2.1,,3.03,4.85,3.03,9.09,6.06,6.06,15.15,12.73,,2.18,3.27,0.81,5.77,3.46,3.33,8.38,7.18,,0.51,0.89,0.26,2.02,1.27,1.25,3.08,2.82,0.6,0.86,1.24,3.64,5.21,7.5,2.09,3.1,4.3,126.75,106.65,96.11,0.51,0.29,0.09,0.11,0.89,0.82,0.25,0.11,-42.7,-64.63,-64.0,0.0,0.51,-42.7
1435,中福,16.35,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-5.37,-2.96,-3.54,-20.34,0.65,-2.47,2.31,-1.35,,-0.41,-0.27,-0.3,-1.65,0.05,-0.17,0.16,-0.1,,,,,,,-3.96,-6.31,-4.13,,,,-0.41,-0.26,-0.19,-0.11,-0.27,-0.17,-0.08,-0.03,-51.85,-52.94,-137.5,-266.67,-0.41,-51.85
1436,華友聯,53.5,2026-04-02,年配,5.05,9.44,,5.0475969,10.12236018,6.01758543,5.15629982,4.162,2.0,2.5,2.0,,9.43,18.92,11.25,9.64,7.78,3.74,4.67,3.74,,14.57,45.36,26.06,20.02,16.98,6.65,8.83,14.1,,5.39,19.93,9.69,6.54,5.08,1.88,2.45,4.48,7.06,6.1,4.63,13.2,11.4,8.65,28.66,24.6,19.07,68.85,73.46,77.55,5.39,6.01,2.65,0.6,19.93,18.35,5.48,-0.36,-72.96,-67.25,-51.64,266.67,5.39,-72.96
1437,勤益控,30.6,2026-04-02,季配,0.96,3.14,,0.96,1.35,1.13,0.8,0.9,0.7,1.1,0.5,,3.14,4.41,3.69,2.61,2.94,2.29,3.59,1.63,,5.91,8.29,7.79,5.85,6.95,5.53,14.59,4.46,,2.41,3.25,2.82,2.0,2.25,1.76,4.33,1.23,1.15,1.03,0.93,3.75,3.36,3.04,7.33,6.96,7.42,40.48,40.29,38.41,2.41,1.6,0.16,0.34,3.25,2.75,1.87,0.81,-25.85,-41.82,-91.44,-58.02,2.41,-25.85
1438,三地開發,28.0,2026-04-02,年配,0.0,0.0,,,,,1.0,,,,,,,,,3.57,,,,,,6.37,-5.86,-3.36,23.91,3.6,8.55,-2.02,-2.24,,1.74,-1.54,-0.71,5.17,0.57,0.45,-0.1,-0.12,,1.0,1.0,,3.57,3.57,-0.95,4.93,3.62,,19.34,19.34,1.74,-0.9,-0.63,-0.37,-1.54,-1.01,-0.5,-0.11,212.99,10.89,-26.0,-236.36,1.74,212.99
1439,雋揚,27.55,2026-04-02,年配,0.5,1.81,,0.5,0.3,0.3,0.3,0.2,,5.0,,,1.81,1.09,1.09,1.09,0.73,,18.15,,,10.29,5.16,6.58,5.65,5.7,-9.66,41.34,-3.67,,3.21,1.74,2.0,1.14,1.39,-2.65,10.46,-0.75,0.37,0.32,1.1,1.33,1.16,3.99,7.34,6.68,7.67,15.94,17.71,22.72,3.21,2.09,1.22,0.73,1.74,1.05,0.67,0.54,84.48,99.05,82.09,35.19,3.21,84.48
1440,南紡,12.7,2026-04-02,年配,0.3,2.36,,0.3,0.3,0.35,0.35,0.8,0.35,0.2,0.4,,2.36,2.36,2.76,2.76,6.3,2.76,1.57,3.15,,-0.68,-1.74,7.59,4.27,11.15,3.89,0.47,4.23,,-0.15,-0.34,1.27,0.7,1.77,0.57,0.06,0.65,0.32,0.42,0.38,2.49,3.31,3.0,1.72,4.12,3.65,-86.89,-33.1,36.35,-0.15,-0.04,-0.04,-0.05,-0.34,-0.13,-0.1,-0.06,55.88,69.23,60.0,16.67,-0.15,55.88
1441,大東,9.83,2026-04-02,年配,0.0,0.0,,,,,,,,,0.4,,,,,,,,,4.07,,-6.13,22.03,-64.17,-42.31,-18.19,-26.28,-24.75,91.6,,-0.45,1.63,-4.76,-2.52,-0.75,-2.46,-3.06,11.66,,,0.4,,,4.07,-16.09,-21.75,-8.52,,,3.43,-0.45,-0.26,0.09,0.56,1.63,2.54,2.45,-0.49,-127.61,-110.24,-96.33,214.29,-0.45,-127.61
1442,名軒,26.15,2026-04-02,年配,4.5,17.21,,,4.5,3.5,1.6,1.2,0.5,1.0,1.0,,,17.21,13.38,6.12,4.59,1.91,3.82,3.82,,13.39,33.4,26.04,10.84,9.07,1.45,1.95,2.22,,3.03,7.17,4.71,1.76,1.41,0.25,0.33,0.4,4.0,2.7,1.9,15.3,10.32,7.26,24.28,18.55,12.29,68.54,78.27,152.3,3.03,2.49,2.04,1.3,7.17,5.87,3.81,1.43,-57.74,-57.58,-46.46,-9.09,3.03,-57.74
1443,立益物流,22.3,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,8.63,12.66,9.7,11.36,20.74,-7.35,0.37,-107.89,,1.13,1.81,1.29,1.67,1.65,-0.29,0.02,-2.38,,,,,,,10.33,12.62,-6.47,,,,1.13,0.52,0.07,0.55,1.81,1.56,1.14,0.72,-37.57,-66.67,-93.86,-23.61,1.13,-37.57
1444,力麗,6.25,2026-04-02,年配,0.0,0.0,,,,,,0.3,,,0.4,,,,,,4.8,,,6.4,,-7.73,2.04,-2.62,3.89,5.57,-3.73,-0.55,3.08,,-0.78,0.28,-0.28,0.51,0.68,-0.38,0.06,0.44,,0.3,0.35,,4.8,5.6,-2.77,0.23,-0.01,,44.12,67.52,-0.78,-0.68,-0.34,-0.03,0.28,0.26,0.34,0.24,-378.57,-361.54,-200.0,-112.5,-0.78,-378.57
1445,大宇,12.4,2026-04-02,年配,0.5,4.03,,0.5,0.5,2.5,0.1,,0.2,,,,4.03,4.03,20.16,0.81,,1.61,,,,-5.01,-7.8,46.61,0.67,-1.56,-3.54,-2.35,-1.33,,-0.87,-1.52,7.72,0.08,-0.19,-0.44,-0.3,-0.17,1.17,0.9,0.76,9.41,7.26,6.13,11.27,6.58,3.21,-19.33,16.76,4.31,-0.87,-0.56,-0.4,0.18,-1.52,-0.12,0.03,0.0,42.76,-366.67,-1433.33,,-0.87,42.76
1446,宏和,16.4,2026-04-02,年配,1.5,9.15,,1.5,2.0,0.7,0.2,0.3,0.3,,,,9.15,12.2,4.27,1.22,1.83,1.83,,,,8.06,62.98,7.42,-2.54,-1.12,-0.48,0.02,-1.73,,1.62,9.82,0.8,-0.27,-0.12,-0.05,0.0,-0.21,1.4,0.94,0.83,8.54,5.73,5.08,26.15,14.96,9.08,66.82,-24.72,-120.6,1.62,2.05,1.46,0.42,9.82,9.05,4.18,2.13,-83.5,-77.35,-65.07,-80.28,1.62,-83.5
1447,力鵬,5.12,2026-04-02,年配,0.0,0.0,,,,,,,,,0.2,,,,,,,,,3.91,,-9.26,0.74,-4.27,-0.17,2.62,-4.06,-2.38,1.74,,-0.97,0.04,-0.51,-0.04,0.31,-0.48,-0.29,0.19,,,0.2,,,3.91,-4.26,-2.07,-1.88,,,105.26,-0.97,-0.61,-0.49,0.02,0.04,0.08,0.24,0.22,-2525.0,-862.5,-304.17,-90.91,-0.97,-2525.0
1449,佳和,12.4,2026-04-02,年配,0.0,0.0,,,,0.036,,,,,,,,,0.29,,,,,,,7.38,5.0,4.58,6.47,5.82,-14.16,-14.54,-18.6,,0.12,0.93,0.61,1.09,0.83,-1.46,-0.7,-0.85,0.04,0.04,0.04,0.29,0.29,0.29,5.65,5.85,-2.26,5.9,5.9,5.9,0.12,-0.28,0.02,0.18,0.93,0.96,0.84,0.52,-87.1,-129.17,-97.62,-65.38,0.12,-87.1
1451,年興,18.15,2026-04-02,年配,1.0,5.51,,1.0,1.0,0.50155664,2.0,1.0,0.6,,2.0,,5.51,5.51,2.76,11.02,5.51,3.31,,11.02,,4.82,3.45,-5.0,5.68,3.3,-5.85,-0.94,5.38,,1.76,1.22,-1.83,2.15,1.23,-2.14,-0.35,2.03,0.83,1.1,1.16,4.59,6.06,6.38,1.09,2.45,1.36,37.13,57.14,50.88,1.76,1.45,0.9,1.34,1.22,0.91,0.47,0.15,44.26,59.34,91.49,793.33,1.76,44.26
1452,宏益,12.0,2026-04-02,年配,0.2,1.67,,0.2,0.5,0.3,0.8,2.0,0.7,1.2,1.4,,1.67,4.17,2.5,6.67,16.67,5.83,10.0,11.67,,-2.0,3.07,1.92,4.64,13.17,3.89,7.04,7.85,,-0.41,0.64,0.39,0.97,2.65,0.74,1.33,1.47,0.33,0.76,0.89,2.78,6.34,7.4,1.0,4.16,4.95,35.42,52.84,68.03,-0.41,-0.34,-0.48,-0.09,0.64,0.39,0.34,-0.02,-164.06,-187.18,-241.18,-350.0,-0.41,-164.06
1453,大將,12.1,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.32,0.13,4.29,-0.88,7.88,1.19,-3.49,29.01,,0.04,0.02,0.57,-0.12,1.05,0.15,-0.46,3.74,,,,,,,1.58,2.35,4.81,,,,0.04,0.05,-0.11,-0.12,0.02,0.12,0.27,0.15,100.0,-58.33,-140.74,-180.0,0.04,100.0
1454,台富,12.9,2026-04-02,年配,0.1,0.78,,0.1,0.25,0.25,0.25,0.5,0.2,0.25,0.09572374,,0.78,1.94,1.94,1.94,3.88,1.55,1.94,0.74,,-9.29,0.77,1.22,2.0,0.33,-2.51,2.28,1.28,,-1.12,0.1,0.16,0.26,0.04,-0.31,0.28,0.15,0.2,0.27,0.24,1.55,2.1,1.84,-2.43,-0.99,-0.49,132.44,348.69,229.01,-1.12,-0.7,-0.58,-0.07,0.1,0.24,0.24,0.16,-1220.0,-391.67,-341.67,-143.75,-1.12,-1220.0
1455,集盛,8.63,2026-04-02,年配,0.16,1.85,,0.16,,,0.1,0.8,0.3,,0.2,,1.85,,,1.16,9.27,3.48,,2.32,,-8.66,0.08,-3.72,-4.05,13.3,-0.58,-4.09,1.17,,-0.99,0.01,-0.45,-0.53,1.73,-0.07,-0.49,0.15,0.16,0.35,0.31,1.85,4.09,3.62,-4.1,-0.61,-0.82,-16.16,3.74,-56.81,-0.99,-0.66,-0.61,-0.22,0.01,0.14,0.26,0.14,-10000.0,-571.43,-334.62,-257.14,-0.99,-10000.0
1456,怡華,14.3,2026-04-02,年配,0.0,0.0,,,,0.2,,1.5,,,,,,,1.4,,10.49,,,,,17.97,6.58,0.33,-4.62,29.99,5.43,2.15,1.06,,3.41,1.11,0.05,-0.81,4.85,0.73,0.27,0.13,0.2,0.85,0.85,1.4,5.94,5.94,8.29,10.05,7.36,400.0,215.46,215.46,3.41,-0.9,-0.56,-0.48,1.11,-1.07,-0.9,-0.46,207.21,15.89,37.78,-4.35,3.41,207.21
1457,宜進,14.8,2026-04-02,年配,1.0,6.76,,1.0,1.0,1.0,1.0,1.0,1.5,1.0,0.7,,6.76,6.76,6.76,6.76,6.76,10.14,6.76,4.73,,4.71,3.46,11.6,23.99,4.68,7.34,7.8,10.14,,1.18,0.91,2.55,4.55,0.9,2.89,1.02,2.13,1.0,1.0,1.02,6.76,6.76,6.93,6.59,9.69,9.22,77.95,73.39,68.72,1.18,0.44,0.39,0.47,0.91,0.93,0.28,0.03,29.67,-52.69,39.29,1466.67,1.18,29.67
1459,聯發,11.65,2026-04-02,年配,0.2,1.72,,0.2,,,,0.2,,,,,1.72,,,,1.72,,,,,7.56,7.22,0.84,-14.14,23.85,-6.12,-2.72,-11.08,,0.81,0.68,0.07,-1.4,2.01,-0.58,-0.27,-1.18,0.2,0.2,0.2,1.72,1.72,1.72,5.21,5.07,0.68,24.69,17.32,17.32,0.81,0.6,0.12,-0.71,0.68,0.56,0.37,0.01,19.12,7.14,-67.57,-7200.0,0.81,19.12
1460,宏遠,7.1,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-3.1,-4.75,-18.76,0.31,3.42,-21.67,-5.44,3.14,,-0.27,-0.41,-1.8,0.03,0.39,-1.94,-0.56,0.33,,,,,,,-8.87,-4.58,-5.86,,,,-0.27,-0.27,-0.17,0.05,-0.41,-0.4,-0.17,0.01,34.15,32.5,0.0,400.0,-0.27,34.15
1463,強盛新,17.95,2026-04-02,年配,0.13,0.72,,0.1273,2.1,0.5,0.4,0.4,0.3,0.6,1.4,,0.71,11.7,2.79,2.23,2.23,1.67,3.34,7.8,,1.77,21.17,4.57,2.99,3.64,2.68,5.12,11.9,,0.13,3.28,0.65,0.42,0.49,0.33,0.7,1.62,0.91,0.71,0.73,5.07,3.93,4.06,9.17,6.83,6.73,79.62,83.15,84.85,0.13,0.78,0.21,0.5,3.28,0.26,0.04,0.09,-96.04,200.0,425.0,455.56,0.13,-96.04
1464,得力,10.35,2026-04-02,年配,0.25,2.42,,0.25,0.5,0.25,0.4,0.25,0.3,1.05,0.55,,2.42,4.83,2.42,3.86,2.42,2.9,10.14,5.31,,0.95,8.95,2.06,7.31,3.61,-3.53,10.7,4.68,,0.35,1.04,0.13,0.95,0.48,-0.54,1.61,0.61,0.33,0.33,0.44,3.22,3.19,4.29,3.99,4.58,4.34,103.94,81.2,63.23,0.35,0.03,-0.12,0.3,1.04,0.66,0.38,0.13,-66.35,-95.45,-131.58,130.77,0.35,-66.35
1465,偉全,12.2,2026-04-02,年配,0.3,2.46,,0.3,0.6,0.5,0.85,0.3,0.3,1.5,,,2.46,4.92,4.1,6.97,2.46,2.46,12.3,,,-2.08,4.07,3.46,5.86,-5.76,-1.38,48.18,-2.71,,-0.33,0.65,0.56,0.93,-0.93,-0.24,3.2,-0.12,0.47,0.51,0.62,3.83,4.18,5.1,1.82,1.11,6.2,30.23,29.97,10.24,-0.33,-0.51,-0.72,0.34,0.65,0.42,0.57,0.36,-150.77,-221.43,-226.32,-5.56,-0.33,-150.77
1466,聚隆,16.55,2026-04-02,年配,0.2,1.21,,0.2,,,,1.0,,,,,1.21,,,,6.04,,,,,-7.46,1.18,-9.96,-3.98,10.68,2.59,-6.22,-6.17,,-1.07,0.14,-1.36,-0.6,1.6,0.38,-0.89,-0.94,0.2,0.6,0.6,1.21,3.62,3.62,-5.41,-1.91,-2.42,-18.69,21.9,21.9,-1.07,-0.61,-0.35,0.15,0.14,-0.12,-0.11,-0.17,-864.29,-408.33,-218.18,188.24,-1.07,-864.29
1467,南緯,7.03,2026-04-02,年配,0.0,0.0,,,,,,,0.7,,,,,,,,,9.96,,,,-4.01,2.68,-5.4,-1.32,-1.33,5.58,-6.76,-1.84,,-0.45,0.46,-0.71,-0.16,-0.13,0.72,-0.74,-0.29,,,0.7,,,9.96,-2.24,-1.88,-1.55,,,97.22,-0.45,-0.79,-0.8,0.02,0.46,0.4,0.12,0.12,-197.83,-297.5,-766.67,-83.33,-0.45,-197.83
1468,昶和,11.6,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.88,12.42,4.5,2.94,1.14,3.7,4.64,3.92,,0.21,0.94,0.17,0.23,0.06,0.26,0.31,0.24,,,,,,,6.27,4.58,4.39,,,,0.21,-0.04,-0.38,0.26,0.94,0.8,0.71,0.25,-77.66,-105.0,-153.52,4.0,0.21,-77.66
1470,大統新創,21.6,2026-04-02,半年配,0.65,3.01,,0.65,1.01,0.58,0.45,0.8,0.42,0.8,0.4,,3.01,4.68,2.69,2.08,3.7,1.94,3.7,1.85,,6.57,9.63,5.04,3.32,6.61,3.63,7.88,5.19,,0.78,1.13,0.58,0.38,0.76,0.41,0.88,0.57,0.75,0.7,0.64,3.46,3.23,2.96,7.08,6.23,5.98,90.9,99.28,94.99,0.78,0.32,0.07,0.23,1.13,0.77,0.64,0.36,-30.97,-58.44,-89.06,-36.11,0.78,-30.97
1471,首利,12.25,2026-04-02,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.33,0.43,-2.8,-12.05,-1.79,46.82,-43.12,-27.69,,0.03,0.04,-0.29,-1.05,-0.12,2.63,-2.37,-2.13,,,,,,,-0.68,-3.18,-4.98,,,,0.03,-0.05,-0.01,0.25,0.04,0.29,0.06,0.04,-25.0,-117.24,-116.67,525.0,0.03,-25.0
1472,三洋實業,95.9,2026-04-02,年配,6.0,6.26,,6.0,3.0,2.0,,,,,,,6.26,3.13,2.09,,,,,,,15.53,8.96,12.91,0.75,-12.98,-116.12,14.17,-19.88,,6.4,3.31,4.27,0.15,-1.22,-8.66,1.23,-1.59,3.67,3.67,3.67,3.83,3.83,3.83,12.47,5.03,-12.08,77.07,77.07,77.07,6.4,5.1,3.48,1.76,3.31,1.88,1.39,1.13,93.35,171.28,150.36,55.75,6.4,93.35
1473,台南,23.85,2026-04-02,年配,0.5,2.1,,0.5,2.0,1.2,1.0,0.1,0.2,0.5,0.5,,2.1,8.39,5.03,4.19,0.42,0.84,2.1,2.1,,2.1,11.25,8.61,9.13,-4.27,-10.01,2.1,1.67,,0.57,3.02,2.13,2.06,-0.92,-2.45,0.55,0.54,1.23,0.96,0.75,5.17,4.03,3.15,7.32,5.36,2.57,70.1,49.59,52.91,0.57,0.77,0.91,1.25,3.02,2.55,2.05,1.44,-81.13,-69.8,-55.61,-13.19,0.57,-81.13
1474,弘裕,9.92,2026-04-02,年配,0.25,2.52,,0.25,0.4,,0.4,0.5,0.4,,0.3,,2.52,4.03,,4.03,5.04,4.03,,3.02,,1.91,5.12,-2.08,3.81,6.91,5.18,2.04,5.48,,0.34,0.82,-0.34,0.6,1.11,0.83,0.4,0.87,0.32,0.39,0.38,3.28,3.9,3.78,1.65,3.13,3.55,61.16,58.51,52.78,0.34,0.29,0.14,0.18,0.82,0.78,0.79,0.62,-58.54,-62.82,-82.28,-70.97,0.34,-58.54
1475,業旺,28.85,2026-04-02,年配,1.5,5.2,,1.5,3.6,2.0,0.5,,,,,,5.2,12.48,6.93,1.73,,,,,,11.38,33.24,24.47,35.94,15.65,2.11,58.62,-92.84,,2.72,7.22,7.9,11.82,3.66,0.24,-1.28,-4.02,2.37,1.9,1.9,8.2,6.58,6.58,23.03,24.14,11.07,43.44,33.64,33.64,2.72,1.43,-0.11,1.05,7.22,5.22,4.01,1.74,-62.33,-72.61,-102.74,-39.66,2.72,-62.33
